Country/Region Code,SeriesCode,DESCRIPTION
NLD,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,IT.NET.BBND,"KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA)."
NLD,SP.DYN.LE00.IN,Derived using male and female life expectancy
NLD,SP.DYN.CBRT.IN,Data source: Eurostat
NLD,ST.INT.TVLR.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2012 source: Central Bank ""De Nederlandsche Bank""."
NLD,SP.POP.TOTL,"Data source: Eurostat, Statistics Netherlands"
NLD,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
NLD,IT.NET.BBND.P2,"KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA)."
NLD,SP.DYN.AMRT.MA,"Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
NLD,IT.CEL.SETS,"KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA)."
NLD,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,IT.NET.USER.ZS,"KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA)."
NLD,SP.DYN.CDRT.IN,Data source: Eurostat
NLD,IT.MLT.MAIN,"KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA)."
NLD,ST.INT.TVLX.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2012 source: Central Bank ""De Nederlandsche Bank""."
NLD,ST.INT.TRNX.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2012 source: Central Bank ""De Nederlandsche Bank""."
NLD,IT.CEL.SETS.P2,"KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA)."
NLD,SP.DYN.LE00.MA.IN,"Data source: Eurostat, Statistics Netherlands"
NLD,SP.DYN.LE00.FE.IN,"Data source: Eurostat, Statistics Netherlands"
NLD,SP.DYN.AMRT.FE,"Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
NLD,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
NLD,TM.TAX.MRCH.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,ST.INT.XPND.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2012 source: Central Bank ""De Nederlandsche Bank""."
NLD,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,ST.INT.TRNR.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2012 source: Central Bank ""De Nederlandsche Bank""."
NLD,IS.RRS.PASG.KM,Source: OECD
NLD,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments.
NLD,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
NLD,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
NLD,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,SP.POP.GROW,"Data source: Eurostat, Statistics Netherlands"
NLD,IS.RRS.GOOD.MT.K6,Source: OECD
NLD,SP.DYN.TFRT.IN,"Data source: Eurostat, Statistics Netherlands"
NLD,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.MANF.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,TM.TAX.MANF.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
NLD,ST.INT.DPRT,"Includes overnight visitors (tourists) only. Holiday departures of nationals. 2017: break in the series due to methodological changes. From 2015, source: Eurostat."
NLD,IT.MLT.MAIN.P2,"KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA)."
NOR,IT.NET.BBND,Norwegian Posts and Telecommunications Authority (NPTA).
NOR,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NOR,SP.DYN.LE00.MA.IN,"Data source: Eurostat, Statistics Norway"
NOR,IT.NET.USER.ZS,Norwegian Posts and Telecommunications Authority (NPTA).
NOR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
NOR,IS.RRS.GOOD.MT.K6,Source: OECD
NOR,IT.CEL.SETS,Norwegian Posts and Telecommunications Authority (NPTA).
NOR,IT.NET.BBND.P2,Norwegian Posts and Telecommunications Authority (NPTA).
NOR,SP.POP.TOTL,"Data source: Eurostat, Statistics Norway"
NOR,ST.INT.DPRT,Includes overnight visitors (tourists) only. Source: Statistics Norway - Travel Survey.
NOR,SP.DYN.CBRT.IN,Data source: Eurostat
NOR,SP.DYN.LE00.FE.IN,"Data source: Eurostat, Statistics Norway"
NOR,SP.DYN.AMRT.FE,"Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
NOR,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Includes Svalbard and Jan Mayen Islands.
NOR,IT.CEL.SETS.P2,Norwegian Posts and Telecommunications Authority (NPTA).
NOR,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NOR,SP.POP.GROW,"Data source: Eurostat, Statistics Norway"
NOR,SM.POP.NETM,Data source: United Nations World Population Prospects
NOR,SP.DYN.LE00.IN,Derived using male and female life expectancy
NOR,SP.POP.BRTH.MF,Including Svalbard and Jan Mayen Islands.
NOR,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NOR,SP.ADO.TFRT,Including Svalbard and Jan Mayen Islands.
NOR,IS.RRS.PASG.KM,Source: OECD
NOR,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NOR,SP.DYN.TO65.MA.ZS,Including Svalbard and Jan Mayen Islands.
NOR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
NOR,IT.MLT.MAIN.P2,Norwegian Posts and Telecommunications Authority (NPTA).
NOR,IT.MLT.MAIN,Norwegian Posts and Telecommunications Authority (NPTA).
NOR,SP.DYN.CDRT.IN,Data source: Eurostat
NOR,SP.DYN.AMRT.MA,"Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
NOR,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NOR,SP.DYN.TO65.FE.ZS,Including Svalbard and Jan Mayen Islands.
NOR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
NOR,SP.DYN.TFRT.IN,"Data source: Eurostat, Statistics Norway"
NOR,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NOR,ST.INT.ARVL,"Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. 1995-1997: non-resident tourists staying in registered hotels. 1998-2011: arrivals of non-resident tourists at national borders. Figures are based on ""The Guest survey"" carried out by ""Institute of Transport Economics"". The survey has been discontinued since 2012. From 2012: non-resident tourists staying in all types of accommodation establishments. Source: Statistics Norway – Accommodation Statistics."
NPL,SP.POP.GROW,Data source: United Nations World Population Prospects
NPL,IT.CEL.SETS,Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).
NPL,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
NPL,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NPL,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2021 are World Bank staff estimates based on the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021.
NPL,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Including arrivals from India.
NPL,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NPL,IT.MLT.MAIN,Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).
NPL,MS.MIL.XPND.CN,1970 SIPRI estimates.
NPL,IT.NET.USER.ZS,Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).
NPL,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NPL,MS.MIL.XPND.CD,1970 SIPRI estimates.
NPL,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NPL,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
NPL,IT.CEL.SETS.P2,Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).
NPL,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
NPL,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
NPL,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
NPL,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
NPL,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NPL,SM.POP.NETM,Data source: United Nations World Population Prospects
NPL,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
NPL,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NPL,IT.NET.BBND,Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).
NPL,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
NPL,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
NPL,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
NPL,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
NPL,SP.POP.TOTL,Data source: United Nations World Population Prospects
NPL,ST.INT.DPRT,Includes overnight visitors (tourists) only.
NPL,IT.NET.BBND.P2,Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).
NPL,IT.MLT.MAIN.P2,Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).
NPL,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
NRU,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NRU,IT.NET.BBND,"Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
NRU,IT.CEL.SETS.P2,"Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
NRU,IT.MLT.MAIN.P2,"Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
NRU,IT.NET.USER.ZS,"Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
NRU,SP.POP.TOTL,Data source: United Nations World Population Prospects
NRU,IT.NET.BBND.P2,"Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
NRU,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists).
NRU,IT.MLT.MAIN,"Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
NRU,IT.CEL.SETS,"Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
NRU,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
NRU,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NRU,SP.POP.GROW,Data source: United Nations World Population Prospects
NZL,IT.NET.USER.ZS,Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.
NZL,SP.POP.TOTL,Data source: Statistics New Zealand
NZL,IT.NET.BBND.P2,Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.
NZL,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
NZL,IT.MLT.MAIN,Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.
NZL,IS.RRS.PASG.KM,Source: OECD
NZL,IT.CEL.SETS,Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.
NZL,SP.DYN.AMRT.MA,"Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
NZL,SP.DYN.CDRT.IN,Data source: Statistics New Zealand
NZL,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NZL,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
NZL,SP.DYN.CBRT.IN,Data source: Statistics New Zealand
NZL,VC.IHR.PSRC.P5,"Data for 2000-2006 refer to offences, data for 2007 onwards refer to victims of intentional homicide."
NZL,SM.POP.NETM,Data source: United Nations World Population Prospects
NZL,IT.NET.BBND,Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.
NZL,SP.DYN.LE00.IN,Derived using male and female life expectancy
NZL,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
NZL,ST.INT.DPRT,"Includes overnight visitors (tourists) only. International Travel and Migration, SNZ."
NZL,IT.MLT.MAIN.P2,Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.
NZL,SP.DYN.TFRT.IN,"Data source: Statistics New Zealand, United Nations World Population Prospects"
NZL,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. The estimates for New Zealand for the period 1960-1975 are based on the total foreign-born population, whereas those for 1980-2010 are based on the resident foreign-born population."
NZL,IS.RRS.GOOD.MT.K6,Source: OECD
NZL,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
NZL,SP.POP.GROW,Data source: Statistics New Zealand
NZL,MS.MIL.XPND.ZS,1988-2002 SIPRI estimates.
NZL,ST.INT.ARVL,"Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. International Travel and Migration, SNZ."
NZL,IT.CEL.SETS.P2,Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.
NZL,MS.MIL.XPND.CN,1960-2002 SIPRI estimates.
NZL,SP.DYN.LE00.FE.IN,"Data source: Statistics New Zealand, United Nations World Population Prospects"
NZL,SP.DYN.LE00.MA.IN,"Data source: Statistics New Zealand, United Nations World Population Prospects"
NZL,SP.DYN.AMRT.FE,"Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
NZL,MS.MIL.XPND.CD,1960-2002 SIPRI estimates.
OMN,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
OMN,SM.POP.NETM,Data source: United Nations World Population Prospects
OMN,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
OMN,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
OMN,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
OMN,IT.NET.BBND,"Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
OMN,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
OMN,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
OMN,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
OMN,ST.INT.DPRT,Includes overnight visitors (tourists) and same-day visitors (excursionists).
OMN,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
OMN,IT.MLT.MAIN.P2,"Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
OMN,SP.POP.TOTL,Data source: United Nations World Population Prospects
OMN,IT.NET.BBND.P2,"Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
OMN,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
OMN,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
OMN,MS.MIL.XPND.CD,1971-2019 SIPRI estimates.
OMN,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
OMN,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
OMN,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
OMN,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
OMN,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
OMN,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
OMN,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
OMN,SP.POP.GROW,Data source: United Nations World Population Prospects
OMN,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
OMN,MS.MIL.XPND.ZS,1990-2019 SIPRI estimates.
OMN,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Inbound Tourism Survey.
OMN,IT.CEL.SETS,"Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
OMN,IT.MLT.MAIN,"Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
OMN,MS.MIL.XPND.CN,1971-2019 SIPRI estimates.
OMN,IT.CEL.SETS.P2,"Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
OMN,IT.NET.USER.ZS,"Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
PAK,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAK,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
PAK,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAK,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAK,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAK,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAK,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
PAK,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders.
PAK,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAK,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021.
PAK,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
PAK,SP.POP.TOTL,Data source: United Nations World Population Prospects
PAK,IT.NET.USER.ZS,Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).
PAK,MS.MIL.XPND.CN,1960-2006 &  2011 SIPRI estimates.
PAK,IT.MLT.MAIN.P2,Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).
PAK,IT.CEL.SETS.P2,Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).
PAK,IT.NET.BBND.P2,Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).
PAK,IT.NET.BBND,Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).
PAK,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
PAK,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
PAK,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
PAK,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
PAK,SM.POP.NETM,Data source: United Nations World Population Prospects
PAK,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
PAK,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
PAK,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
PAK,IT.CEL.SETS,Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).
PAK,SP.POP.GROW,Data source: United Nations World Population Prospects
PAK,MS.MIL.XPND.CD,1960-2006 &  2011 SIPRI estimates.
PAK,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
PAK,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
PAK,MS.MIL.XPND.ZS,1993-2006 &  2011 SIPRI estimates.
PAK,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
PAK,IT.MLT.MAIN,Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).
PAK,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
PAN,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
PAN,IT.NET.USER.ZS,Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos
PAN,IT.CEL.SETS.P2,Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos
PAN,IT.NET.BBND.P2,Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos
PAN,ST.INT.DPRT,Includes overnight visitors (tourists) only.
PAN,IT.CEL.SETS,Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos
PAN,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
PAN,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAN,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAN,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
PAN,SP.POP.GROW,Data source: United Nations World Population Prospects
PAN,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
PAN,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
PAN,ST.INT.ARVL,"Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Arrivals of non-resident visitors, Tocúmen International Airport (TIA), Paso Canoa frontier (PCF) and the ports of Cristóbal and Balboa (PCB)."
PAN,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
PAN,DT.DOD.DSTC.CD,Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. 
PAN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt for 2020 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
PAN,IT.MLT.MAIN,Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos
PAN,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
PAN,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAN,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
PAN,SM.POP.NETM,Data source: United Nations World Population Prospects
PAN,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
PAN,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAN,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
PAN,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
PAN,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAN,IT.NET.BBND,Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos
PAN,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
PAN,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
PAN,IT.MLT.MAIN.P2,Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos
PAN,SP.POP.TOTL,Data source: United Nations World Population Prospects
